model,year,mileage,tax,mpg,engineSize,price
 I10,2016,30566,20,60.1,1,6295
 I10,2016,9856,20,61.4,1,6310
 I10,2016,29700,20,61.4,1,6391
 I10,2016,9723,20,60.1,1,6395
 I10,2016,20300,20,60.1,1,6400
 I10,2016,20295,30,57.6,1.2,6480
 I10,2016,21611,30,57.6,1.2,6490
 I10,2016,29152,30,57.6,1.2,6490
 I10,2016,32000,30,57.6,1.2,6490
 I10,2016,15362,20,60.1,1,6491
 I10,2016,20500,20,61.4,1,6495
 I10,2016,25026,20,61.4,1,6495
 I10,2016,20731,20,60.1,1,6495
 I10,2016,36193,30,57.6,1.2,6495
 I10,2016,23789,20,60.1,1,6499
 I10,2016,39267,20,60.1,1,6499
 I10,2016,11909,20,60.1,1,6500
 I10,2016,24740,20,60.1,1,6500
 I10,2016,27465,20,60.1,1,6500
 I10,2016,16309,30,57.6,1.2,6500
 I10,2016,19570,20,60.1,1,6595
 I10,2016,16751,30,57.6,1.2,6600
 I10,2016,13500,20,60.1,1,6650
 I10,2016,29200,30,57.6,1.2,6689
 I10,2016,29650,30,57.6,1.2,6695
 I10,2016,10499,20,60.1,1,6699
 I10,2016,16422,20,60.1,1,6750
 I10,2016,33794,30,57.6,1.2,6764
 I10,2016,8340,20,60.1,1,6799
 I10,2016,8790,20,61.4,1,6800
 I10,2016,15828,20,60.1,1,6800
 I10,2016,32005,30,57.6,1.2,6850
 I10,2016,32723,30,57.6,1.2,6891
 I10,2016,27828,30,57.6,1.2,6945
 I10,2016,10590,20,60.1,1,6960
 I10,2016,6539,20,60.1,1,6990
 I10,2016,11500,20,61.4,1,6995
 I10,2016,7418,20,60.1,1,6995
 I10,2016,13500,30,57.6,1.2,6995
 I10,2016,14959,30,57.6,1.2,6995
 I10,2016,29000,30,57.6,1.2,6995
 I10,2016,30456,30,57.6,1.2,6995
 I10,2016,17641,20,60.1,1,6999
 I10,2016,12938,20,61.4,1,7000
 I10,2016,6603,20,60.1,1,7000
 I10,2016,21619,30,57.6,1.2,7000
 I10,2016,23552,30,57.6,1.2,7250
 I10,2016,16205,30,57.6,1.2,7280
 I10,2016,12965,20,60.1,1,7490
 I10,2016,19000,20,60.1,1,7499
 I10,2016,6000,20,57.6,1.2,7500
 I10,2016,21619,30,57.6,1.2,7500
 I10,2016,17166,30,57.6,1.2,7595
 I10,2016,9862,30,57.6,1.2,7790
 I10,2016,12552,30,57.6,1.2,7970
 I10,2016,15000,30,57.6,1.2,7995
 I10,2016,10500,30,57.6,1.2,7997
 I10,2016,7447,30,57.6,1.2,8100
 I10,2016,7600,30,57.6,1.2,8250
 I10,2017,42005,145,60.1,1,5590
 I10,2017,31037,20,60.1,1,5698
 I10,2017,33803,145,60.1,1,5724
 I10,2017,30370,150,60.1,1,5725
 I10,2017,53329,30,57.6,1.2,5740
 I10,2017,39877,145,60.1,1,5789
 I10,2017,26570,20,60.1,1,5790
 I10,2017,34565,145,60.1,1,5990
 I10,2017,26921,145,60.1,1,5992
 I10,2017,44013,145,60.1,1,5995
 I10,2017,43233,145,57.7,1.2,6000
 I10,2017,52539,30,57.7,1.2,6089
 I10,2017,32637,145,60.1,1,6120
 I10,2017,58250,145,60.1,1,6150
 I10,2017,19375,20,60.1,1,6200
 I10,2017,26154,145,60.1,1,6220
 I10,2017,35298,145,60.1,1,6230
 I10,2017,32360,145,57.7,1.2,6230
 I10,2017,31050,150,60.1,1,6240
 I10,2017,19116,145,60.1,1,6290
 I10,2017,26315,145,60.1,1,6290
 I10,2017,30351,145,60.1,1,6290
 I10,2017,41832,30,57.7,1.2,6290
 I10,2017,30195,145,60.1,1,6295
 I10,2017,20132,145,60.1,1,6297
 I10,2017,41592,145,60.1,1,6298
 I10,2017,46185,20,60.1,1,6298
 I10,2017,1650,150,60.1,1,6299
 I10,2017,31513,145,60.1,1,6300
 I10,2017,34124,30,57.6,1.2,6380
 I10,2017,35000,145,57.7,1.2,6390
 I10,2017,31125,20,60.1,1,6397
 I10,2017,30500,145,57.7,1.2,6400
 I10,2017,42479,145,57.7,1.2,6489
 I10,2017,26908,20,60.1,1,6490
 I10,2017,30193,145,60.1,1,6490
 I10,2017,31686,145,57.7,1.2,6491
 I10,2017,12987,150,60.1,1,6495
 I10,2017,33501,150,60.1,1,6495
 I10,2017,38578,145,60.1,1,6495
 I10,2017,42057,145,70.6,1,6498
 I10,2017,21070,145,60.1,1,6498
 I10,2017,23455,20,60.1,1,6498
 I10,2017,23692,20,60.1,1,6498
 I10,2017,26222,145,60.1,1,6498
 I10,2017,31696,20,60.1,1,6498
 I10,2017,37254,20,60.1,1,6498
 I10,2017,37864,145,60.1,1,6498
 I10,2017,40261,145,57.7,1.2,6498
 I10,2017,13425,20,60.1,1,6499
 I10,2017,12607,145,60.1,1,6500
 I10,2017,30282,145,60.1,1,6500
 I10,2017,30490,145,60.1,1,6500
 I10,2017,27884,30,57.6,1.2,6530
 I10,2017,31589,145,60.1,1,6550
 I10,2017,33851,145,57.7,1.2,6550
 I10,2017,15628,20,60.1,1,6560
 I10,2017,21009,20,60.1,1,6590
 I10,2017,32107,145,57.7,1.2,6602
 I10,2017,14010,20,60.1,1,6610
 I10,2017,13997,145,60.1,1,6650
 I10,2017,28965,145,57.7,1.2,6650
 I10,2017,18732,145,60.1,1,6660
 I10,2017,37798,145,57.7,1.2,6660
 I10,2017,27821,20,60.1,1,6690
 I10,2017,9121,20,60.1,1,6695
 I10,2017,43638,150,57.7,1.2,6695
 I10,2017,19419,145,60.1,1,6698
 I10,2017,30676,145,60.1,1,6699
 I10,2017,31814,30,57.7,1.2,6699
 I10,2017,18600,30,57.6,1.2,6699
 I10,2017,33859,145,57.7,1.2,6740
 I10,2017,29673,145,57.7,1.2,6750
 I10,2017,37972,145,57.7,1.2,6750
 I10,2017,16403,20,60.1,1,6760
 I10,2017,30346,145,60.1,1,6780
 I10,2017,22969,145,60.1,1,6789
 I10,2017,30946,150,57.7,1.2,6790
 I10,2017,16739,20,60.1,1,6795
 I10,2017,17095,145,60.1,1,6795
 I10,2017,20863,145,60.1,1,6795
 I10,2017,32539,20,60.1,1,6795
 I10,2017,27000,145,57.7,1.2,6795
 I10,2017,33834,145,57.7,1.2,6795
 I10,2017,34871,145,57.7,1.2,6795
 I10,2017,12521,145,60.1,1,6797
 I10,2017,30010,145,60.1,1,6798
 I10,2017,32716,145,57.7,1.2,6798
 I10,2017,33267,145,57.7,1.2,6798
 I10,2017,37513,145,57.7,1.2,6798
 I10,2017,21129,20,60.1,1,6799
 I10,2017,22000,145,60.1,1,6799
 I10,2017,28585,145,60.1,1,6820
 I10,2017,13810,20,60.1,1,6830
 I10,2017,16755,20,60.1,1,6836
 I10,2017,34508,145,60.1,1,6860
 I10,2017,21207,20,60.1,1,6870
 I10,2017,25884,145,60.1,1,6881
 I10,2017,6919,20,60.1,1,6890
 I10,2017,20979,145,60.1,1,6890
 I10,2017,31534,145,57.7,1.2,6900
 I10,2017,22128,145,60.1,1,6950
 I10,2017,17720,145,57.7,1.2,6950
 I10,2017,33000,145,57.7,1.2,6950
 I10,2017,18044,145,60.1,1,6970
 I10,2017,29694,145,57.7,1.2,6988
 I10,2017,13625,20,60.1,1,6989
 I10,2017,20945,145,60.1,1,6989
 I10,2017,18732,145,60.1,1,6990
 I10,2017,22305,150,60.1,1,6990
 I10,2017,26716,30,57.7,1.2,6990
 I10,2017,14931,145,60.1,1,6991
 I10,2017,22012,20,60.1,1,6991
 I10,2017,23768,145,60.1,1,6991
 I10,2017,3000,145,60.1,1,6995
 I10,2017,8616,145,60.1,1,6995
 I10,2017,10193,145,60.1,1,6995
 I10,2017,14258,150,60.1,1,6995
 I10,2017,19881,20,60.1,1,6995
 I10,2017,20200,145,60.1,1,6995
 I10,2017,21786,145,60.1,1,6995
 I10,2017,27604,150,60.1,1,6995
 I10,2017,29671,145,57.7,1.2,6995
 I10,2017,21962,145,60.1,1,6998
 I10,2017,39968,145,57.7,1.2,6998
 I10,2017,24705,145,60.1,1,6999
 I10,2017,27000,150,60.1,1,6999
 I10,2017,27782,145,60.1,1,6999
 I10,2017,29051,150,60.1,1,6999
 I10,2017,36797,20,60.1,1,6999
 I10,2017,30347,145,57.7,1.2,6999
 I10,2017,30446,145,57.7,1.2,6999
 I10,2017,8962,145,60.1,1,7000
 I10,2017,11791,145,60.1,1,7000
 I10,2017,13506,20,60.1,1,7000
 I10,2017,14725,20,60.1,1,7000
 I10,2017,23329,145,60.1,1,7000
 I10,2017,27191,20,60.1,1,7000
 I10,2017,27640,20,60.1,1,7000
 I10,2017,30367,145,57.7,1.2,7000
 I10,2017,31458,145,57.7,1.2,7000
 I10,2017,31696,145,57.7,1.2,7000
 I10,2017,9647,145,60.1,1,7040
 I10,2017,20477,145,57.7,1.2,7100
 I10,2017,1847,20,60.1,1,7101
 I10,2017,1847,20,60.1,1,7101
 I10,2017,16617,145,57.7,1.2,7150
 I10,2017,18610,145,57.7,1.2,7169
 I10,2017,20391,20,60.1,1,7190
 I10,2017,31226,145,57.7,1.2,7195
 I10,2017,8129,20,60.1,1,7200
 I10,2017,20100,145,60.1,1,7200
 I10,2017,16807,145,60.1,1,7225
 I10,2017,28500,150,60.1,1,7249
 I10,2017,7856,150,60.1,1,7250
 I10,2017,16165,20,60.1,1,7250
 I10,2017,30000,145,60.1,1,7250
 I10,2017,19101,30,57.7,1.2,7250
 I10,2017,29889,145,60.1,1,7259
 I10,2017,30233,145,60.1,1,7259
 I10,2017,32278,145,60.1,1,7259
 I10,2017,33099,145,60.1,1,7259
 I10,2017,35162,150,60.1,1,7259
 I10,2017,11090,20,60.1,1,7260
 I10,2017,13820,145,60.1,1,7261
 I10,2017,16512,145,57.7,1.2,7289
 I10,2017,5082,145,60.1,1,7290
 I10,2017,12351,145,60.1,1,7290
 I10,2017,19178,150,57.7,1.2,7290
 I10,2017,11467,145,60.1,1,7291
 I10,2017,12006,150,60.1,1,7291
 I10,2017,12491,150,60.1,1,7291
 I10,2017,13787,145,60.1,1,7291
 I10,2017,14528,145,60.1,1,7291
 I10,2017,10500,145,60.1,1,7295
 I10,2017,32000,150,57.7,1.2,7295
 I10,2017,5970,150,60.1,1,7298
 I10,2017,19581,145,60.1,1,7298
 I10,2017,15088,145,60.1,1,7299
 I10,2017,15422,20,60.1,1,7299
 I10,2017,21107,145,60.1,1,7299
 I10,2017,6875,150,60.1,1,7350
 I10,2017,17531,20,60.1,1,7350
 I10,2017,17531,20,60.1,1,7350
 I10,2017,26628,145,57.7,1.2,7380
 I10,2017,12115,150,60.1,1,7390
 I10,2017,13719,30,57.7,1.2,7390
 I10,2017,13699,30,57.7,1.2,7395
 I10,2017,14977,30,57.7,1.2,7395
 I10,2017,24879,145,60.1,1,7400
 I10,2017,29880,145,57.7,1.2,7464
 I10,2017,6955,145,60.1,1,7470
 I10,2017,15061,30,57.7,1.2,7470
 I10,2017,31801,30,57.7,1.2,7490
 I10,2017,8438,150,60.1,1,7495
 I10,2017,10386,20,60.1,1,7495
 I10,2017,11630,145,60.1,1,7495
 I10,2017,11997,145,60.1,1,7495
 I10,2017,13500,145,60.1,1,7495
 I10,2017,14500,145,60.1,1,7495
 I10,2017,17333,20,60.1,1,7495
 I10,2017,17500,20,60.1,1,7495
 I10,2017,27894,145,60.1,1,7495
 I10,2017,47856,150,60.1,1,7495
 I10,2017,6500,145,57.7,1.2,7495
 I10,2017,25203,30,57.7,1.2,7495
 I10,2017,32259,145,57.7,1.2,7495
 I10,2017,19500,145,57.6,1.2,7495
 I10,2017,2375,150,60.1,1,7498
 I10,2017,8788,145,60.1,1,7498
 I10,2017,24014,145,60.1,1,7498
 I10,2017,17677,150,57.7,1.2,7499
 I10,2017,3379,20,60.1,1,7500
 I10,2017,8652,20,60.1,1,7500
 I10,2017,11037,145,60.1,1,7500
 I10,2017,12717,145,60.1,1,7500
 I10,2017,12268,30,57.7,1.2,7500
 I10,2017,13088,30,57.7,1.2,7500
 I10,2017,13385,30,57.7,1.2,7500
 I10,2017,14570,30,57.7,1.2,7500
 I10,2017,16483,30,57.7,1.2,7500
 I10,2017,16733,30,57.7,1.2,7500
 I10,2017,22795,30,57.7,1.2,7500
 I10,2017,28076,145,57.7,1.2,7500
 I10,2017,28076,145,57.7,1.2,7500
 I10,2017,35470,145,57.7,1.2,7500
 I10,2017,3149,150,60.1,1,7570
 I10,2017,9273,145,60.1,1,7585
 I10,2017,15772,30,57.6,1.2,7590
 I10,2017,11938,145,60.1,1,7600
 I10,2017,15618,145,60.1,1,7600
 I10,2017,32412,145,60.1,1,7600
 I10,2017,35640,150,57.7,1.2,7600
 I10,2017,29488,145,60.1,1,7603
 I10,2017,9511,150,57.7,1.2,7610
 I10,2017,10049,30,57.7,1.2,7620
 I10,2017,31189,145,57.7,1.2,7622
 I10,2017,24108,145,57.7,1.2,7656
 I10,2017,5600,20,60.1,1,7695
 I10,2017,7913,20,60.1,1,7695
 I10,2017,22022,20,60.1,1,7695
 I10,2017,17500,30,57.7,1.2,7695
 I10,2017,18078,30,57.7,1.2,7695
 I10,2017,26353,150,57.7,1.2,7695
 I10,2017,5480,145,60.1,1,7698
 I10,2017,24437,145,60.1,1,7700
 I10,2017,29299,145,57.7,1.2,7700
 I10,2017,18036,145,57.7,1.2,7740
 I10,2017,11938,145,60.1,1,7745
 I10,2017,30318,145,57.7,1.2,7750
 I10,2017,6650,150,60.1,1,7795
 I10,2017,16609,30,57.7,1.2,7795
 I10,2017,9859,145,60.1,1,7798
 I10,2017,19812,145,60.1,1,7798
 I10,2017,30891,150,60.1,1,7798
 I10,2017,21321,145,57.7,1.2,7799
 I10,2017,6725,145,60.1,1,7849
 I10,2017,5473,145,60.1,1,7990
 I10,2017,12988,20,60.1,1,7990
 I10,2017,17170,30,57.7,1.2,7990
 I10,2017,6200,145,60.1,1,7995
 I10,2017,25000,145,60.1,1,7995
 I10,2017,19750,145,57.7,1.2,7995
 I10,2017,19000,30,57.6,1.2,7995
 I10,2017,22500,30,57.6,1.2,7995
 I10,2017,5733,20,60.1,1,7998
 I10,2017,19625,145,57.7,1.2,7998
 I10,2017,25878,145,57.7,1.2,7998
 I10,2017,31000,145,60.1,1,7999
 I10,2017,10500,145,57.7,1.2,7999
 I10,2017,25997,145,57.7,1.2,7999
 I10,2017,12645,145,60.1,1,8000
 I10,2017,34407,145,57.7,1.2,8120
 I10,2017,7546,145,57.7,1.2,8250
 I10,2017,7808,30,57.7,1.2,8250
 I10,2017,4028,150,60.1,1,8295
 I10,2017,11000,30,57.7,1.2,8295
 I10,2017,15553,145,57.7,1.2,8298
 I10,2017,19230,145,57.7,1.2,8380
 I10,2017,27250,145,57.7,1.2,8449
 I10,2017,7525,30,57.7,1.2,8490
 I10,2017,19971,30,57.7,1.2,8490
 I10,2017,12583,145,57.7,1.2,8495
 I10,2017,23000,145,57.7,1.2,8495
 I10,2017,5676,30,57.7,1.2,8498
 I10,2017,11000,150,60.1,1,8499
 I10,2017,9748,30,57.7,1.2,8499
 I10,2017,9966,145,57.7,1.2,8690
 I10,2017,29290,145,57.7,1.2,8789
 I10,2017,10392,145,57.7,1.2,8855
 I10,2017,6787,145,57.7,1.2,8989
 I10,2017,8786,30,57.7,1.2,8989
 I10,2017,13330,145,57.7,1.2,8990
 I10,2017,17470,145,57.7,1.2,8990
 I10,2017,11086,30,57.7,1.2,8995
 I10,2017,14620,145,57.7,1.2,8995
 I10,2017,10000,150,57.7,1.2,9180
 I10,2017,12455,150,57.7,1.2,9495
 I10,2017,2670,145,57.7,1.2,9595
 I10,2018,35458,145,57.7,1.2,5995
 I10,2018,31738,145,60.1,1,6350
 I10,2018,24532,150,60.1,1,6485
 I10,2018,31072,145,60.1,1,6499
 I10,2018,32641,145,60.1,1,6595
 I10,2018,30655,145,57.7,1.2,6620
 I10,2018,31217,145,60.1,1,6699
 I10,2018,12603,145,60.1,1,6789
 I10,2018,32331,145,57.7,1.2,6795
 I10,2018,30685,145,60.1,1,6845
 I10,2018,30360,145,60.1,1,6865
 I10,2018,30842,145,60.1,1,6895
 I10,2018,29042,145,60.1,1,6925
 I10,2018,9521,150,60.1,1,6981
 I10,2018,22524,145,60.1,1,6985
 I10,2018,22539,145,60.1,1,6995
 I10,2018,24152,145,60.1,1,6998
 I10,2018,11248,145,60.1,1,6999
 I10,2018,30001,145,57.7,1.2,7000
 I10,2018,9661,145,60.1,1,7040
 I10,2018,3048,145,60.1,1,7099
 I10,2018,35000,145,60.1,1,7100
 I10,2018,33617,145,57.7,1.2,7120
 I10,2018,28890,145,60.1,1,7125
 I10,2018,32573,150,57.7,1.2,7159
 I10,2018,29157,145,60.1,1,7180
 I10,2018,20189,145,60.1,1,7185
 I10,2018,14788,150,60.1,1,7200
 I10,2018,16494,145,60.1,1,7200
 I10,2018,16709,145,60.1,1,7200
 I10,2018,17879,145,60.1,1,7200
 I10,2018,20169,145,60.1,1,7250
 I10,2018,24040,145,57.7,1.2,7250
 I10,2018,31995,145,60.1,1,7259
 I10,2018,30549,145,57.7,1.2,7259
 I10,2018,14985,145,60.1,1,7281
 I10,2018,12666,145,60.1,1,7290
 I10,2018,9683,150,60.1,1,7291
 I10,2018,11491,150,60.1,1,7291
 I10,2018,11562,150,60.1,1,7291
 I10,2018,12939,150,60.1,1,7291
 I10,2018,13097,145,60.1,1,7291
 I10,2018,13330,145,60.1,1,7291
 I10,2018,13746,150,60.1,1,7291
 I10,2018,13954,145,60.1,1,7291
 I10,2018,14062,145,60.1,1,7291
 I10,2018,15395,150,60.1,1,7291
 I10,2018,16203,150,60.1,1,7291
 I10,2018,3895,145,60.1,1,7298
 I10,2018,15190,145,60.1,1,7346
 I10,2018,10858,145,60.1,1,7400
 I10,2018,19931,150,60.1,1,7465
 I10,2018,12215,145,60.1,1,7467
 I10,2018,9832,145,60.1,1,7485
 I10,2018,18385,145,60.1,1,7485
 I10,2018,13303,145,60.1,1,7490
 I10,2018,13678,145,60.1,1,7490
 I10,2018,16281,145,60.1,1,7491
 I10,2018,6393,145,60.1,1,7495
 I10,2018,7766,145,60.1,1,7495
 I10,2018,8327,145,60.1,1,7495
 I10,2018,8454,145,60.1,1,7495
 I10,2018,10936,145,60.1,1,7495
 I10,2018,12447,145,60.1,1,7495
 I10,2018,14162,145,60.1,1,7495
 I10,2018,14642,145,60.1,1,7495
 I10,2018,14669,145,60.1,1,7495
 I10,2018,15207,145,60.1,1,7495
 I10,2018,20479,145,60.1,1,7495
 I10,2018,20948,145,60.1,1,7495
 I10,2018,22773,145,60.1,1,7495
 I10,2018,26799,145,60.1,1,7495
 I10,2018,30397,145,57.7,1.2,7495
 I10,2018,11841,145,60.1,1,7497
 I10,2018,6145,145,60.1,1,7499
 I10,2018,9426,145,60.1,1,7499
 I10,2018,7785,145,60.1,1,7500
 I10,2018,9458,145,60.1,1,7500
 I10,2018,13457,145,60.1,1,7500
 I10,2018,15927,145,60.1,1,7500
 I10,2018,40050,150,60.1,1,7500
 I10,2018,12544,145,57.7,1.2,7500
 I10,2018,10512,145,60.1,1,7518
 I10,2018,8623,145,60.1,1,7560
 I10,2018,16453,145,57.7,1.2,7569
 I10,2018,13799,145,57.7,1.2,7590
 I10,2018,5800,145,60.1,1,7600
 I10,2018,13365,145,60.1,1,7658
 I10,2018,30868,145,57.7,1.2,7659
 I10,2018,8043,145,60.1,1,7685
 I10,2018,5703,145,60.1,1,7690
 I10,2018,8623,145,60.1,1,7690
 I10,2018,10173,145,60.1,1,7690
 I10,2018,10819,150,60.1,1,7690
 I10,2018,12153,145,60.1,1,7695
 I10,2018,14956,145,60.1,1,7695
 I10,2018,15885,145,60.1,1,7695
 I10,2018,26019,145,57.7,1.2,7695
 I10,2018,26219,145,57.7,1.2,7695
 I10,2018,28475,150,57.7,1.2,7695
 I10,2018,19407,150,60.1,1,7750
 I10,2018,12544,145,57.7,1.2,7750
 I10,2018,11642,145,60.1,1,7795
 I10,2018,26000,145,60.1,1,7795
 I10,2018,12653,145,57.7,1.2,7849
 I10,2018,11175,145,57.7,1.2,7850
 I10,2018,4500,145,60.1,1,7890
 I10,2018,15207,145,60.1,1,7895
 I10,2018,16673,145,60.1,1,7896
 I10,2018,10164,145,60.1,1,7900
 I10,2018,5406,145,60.1,1,7985
 I10,2018,7594,145,60.1,1,7985
 I10,2018,7594,145,60.1,1,7985
 I10,2018,15682,145,57.7,1.2,7985
 I10,2018,7096,145,57.7,1.2,7987
 I10,2018,8239,145,60.1,1,7990
 I10,2018,31375,150,60.1,1,7990
 I10,2018,11518,150,60.1,1,7991
 I10,2018,100,145,60.1,1,7995
 I10,2018,1480,150,60.1,1,7995
 I10,2018,3200,145,60.1,1,7995
 I10,2018,5145,145,60.1,1,7995
 I10,2018,6012,145,60.1,1,7995
 I10,2018,6752,145,60.1,1,7995
 I10,2018,6753,145,60.1,1,7995
 I10,2018,7356,145,60.1,1,7995
 I10,2018,7594,145,60.1,1,7995
 I10,2018,8851,145,60.1,1,7995
 I10,2018,19702,145,60.1,1,7995
 I10,2018,20000,145,60.1,1,7995
 I10,2018,22089,145,60.1,1,7995
 I10,2018,16344,145,57.7,1.2,7995
 I10,2018,25000,145,57.7,1.2,7995
 I10,2018,14830,145,60.1,1,7998
 I10,2018,4245,145,60.1,1,7999
 I10,2018,5006,145,60.1,1,8000
 I10,2018,8083,145,60.1,1,8000
 I10,2018,9533,150,60.1,1,8000
 I10,2018,9598,145,60.1,1,8000
 I10,2018,9598,145,60.1,1,8000
 I10,2018,10605,145,60.1,1,8000
 I10,2018,13546,145,60.1,1,8000
 I10,2018,4705,145,57.7,1.2,8000
 I10,2018,8878,145,60.1,1,8095
 I10,2018,2451,145,60.1,1,8190
 I10,2018,7672,145,60.1,1,8200
 I10,2018,10821,150,60.1,1,8200
 I10,2018,9209,145,57.6,1.2,8200
 I10,2018,9120,145,60.1,1,8250
 I10,2018,9843,145,60.1,1,8250
 I10,2018,5685,145,60.1,1,8280
 I10,2018,6740,145,60.1,1,8290
 I10,2018,11901,145,60.1,1,8295
 I10,2018,31000,145,60.1,1,8295
 I10,2018,10224,145,57.7,1.2,8295
 I10,2018,6871,145,60.1,1,8300
 I10,2018,7986,145,57.7,1.2,8300
 I10,2018,10010,145,60.1,1,8345
 I10,2018,10918,150,60.1,1,8349
 I10,2018,7248,145,57.7,1.2,8380
 I10,2018,11350,145,57.7,1.2,8450
 I10,2018,12668,145,57.7,1.2,8450
 I10,2018,5713,145,60.1,1,8470
 I10,2018,3611,150,60.1,1,8490
 I10,2018,14597,145,60.1,1,8490
 I10,2018,14804,145,60.1,1,8490
 I10,2018,16380,145,60.1,1,8490
 I10,2018,18276,145,60.1,1,8490
 I10,2018,19995,145,60.1,1,8490
 I10,2018,7552,145,57.7,1.2,8490
 I10,2018,7753,145,57.7,1.2,8490
 I10,2018,8702,150,60.1,1,8491
 I10,2018,7372,145,60.1,1,8495
 I10,2018,9002,145,60.1,1,8495
 I10,2018,9493,150,60.1,1,8495
 I10,2018,19612,150,60.1,1,8495
 I10,2018,18406,145,57.7,1.2,8495
 I10,2018,9031,150,57.7,1.2,8500
 I10,2018,9031,145,57.7,1.2,8500
 I10,2018,9031,145,57.7,1.2,8500
 I10,2018,5130,145,57.6,1.2,8500
 I10,2018,9196,145,57.6,1.2,8500
 I10,2018,4000,150,60.1,1,8520
 I10,2018,7057,145,57.7,1.2,8591
 I10,2018,9170,150,57.7,1.2,8650
 I10,2018,18000,145,57.7,1.2,8679
 I10,2018,1500,145,60.1,1,8690
 I10,2018,21368,150,57.6,1.2,8690
 I10,2018,7963,150,57.7,1.2,8695
 I10,2018,2307,145,60.1,1,8700
 I10,2018,9140,150,57.7,1.2,8750
 I10,2018,9151,145,57.7,1.2,8750
 I10,2018,9934,145,57.7,1.2,8750
 I10,2018,18382,145,57.7,1.2,8750
 I10,2018,2696,150,60.1,1,8790
 I10,2018,6018,145,60.1,1,8795
 I10,2018,7374,145,57.7,1.2,8795
 I10,2018,10293,145,57.6,1.2,8990
 I10,2018,19087,145,60.1,1,8994
 I10,2018,4916,150,60.1,1,8995
 I10,2018,2442,145,57.7,1.2,8995
 I10,2018,10481,145,57.7,1.2,8995
 I10,2018,10553,145,57.7,1.2,8995
 I10,2018,16048,150,57.7,1.2,8995
 I10,2018,18135,145,57.7,1.2,8995
 I10,2018,24021,145,57.7,1.2,8995
 I10,2018,7727,145,60.1,1,9000
 I10,2018,10268,150,57.7,1.2,9000
 I10,2018,9990,150,57.6,1.2,9000
 I10,2018,8000,150,60.1,1,9499
 I10,2018,14322,145,60.1,1,9500
 I10,2018,7804,145,57.7,1.2,9633
 I10,2018,11606,145,57.7,1.2,9699
 I10,2018,16874,150,57.7,1.2,9750
 I10,2018,8337,145,57.6,1.2,9770
 I10,2018,10431,145,57.6,1.2,9869
 I10,2018,7006,145,57.7,1.2,9995
 I10,2018,8985,145,57.6,1.2,10000
 I10,2018,3796,150,57.6,1.2,10399
 I10,2019,10560,145,60.1,1,7495
 I10,2019,3655,150,60.1,1,7698
 I10,2019,3001,145,60.1,1,7899
 I10,2019,5000,145,60.1,1,7990
 I10,2019,5000,145,60.1,1,7990
 I10,2019,11427,145,60.1,1,7990
 I10,2019,16330,145,60.1,1,7990
 I10,2019,4889,145,60.1,1,7995
 I10,2019,14614,145,60.1,1,7995
 I10,2019,1928,145,60.1,1,7999
 I10,2019,9367,145,60.1,1,8000
 I10,2019,14002,150,60.1,1,8000
 I10,2019,7832,145,60.1,1,8190
 I10,2019,8835,145,60.1,1,8270
 I10,2019,2738,145,60.1,1,8290
 I10,2019,12760,145,57.6,1.2,8290
 I10,2019,18101,150,60.1,1,8298
 I10,2019,7079,145,60.1,1,8299
 I10,2019,16108,145,57.6,1.2,8395
 I10,2019,9586,145,60.1,1,8470
 I10,2019,9932,145,60.1,1,8470
 I10,2019,100,145,60.1,1,8489
 I10,2019,5607,145,57.6,1.2,8489
 I10,2019,3269,145,60.1,1,8490
 I10,2019,5650,145,60.1,1,8491
 I10,2019,100,145,60.1,1,8495
 I10,2019,4217,145,60.1,1,8495
 I10,2019,9487,145,60.1,1,8495
 I10,2019,3815,145,60.1,1,8500
 I10,2019,8084,145,60.1,1,8549
 I10,2019,8483,145,60.1,1,8549
 I10,2019,3103,150,60.1,1,8590
 I10,2019,3821,145,60.1,1,8600
 I10,2019,4920,145,60.1,1,8600
 I10,2019,8607,145,60.1,1,8645
 I10,2019,8483,145,60.1,1,8649
 I10,2019,8875,145,57.6,1.2,8670
 I10,2019,2362,145,60.1,1,8690
 I10,2019,10332,145,60.1,1,8695
 I10,2019,497,150,60.1,1,8700
 I10,2019,10567,145,60.1,1,8750
 I10,2019,3011,145,49.6,1,8895
 I10,2019,3123,145,49.6,1,8899
 I10,2019,10871,145,60.1,1,8970
 I10,2019,9290,145,57.6,1.2,8970
 I10,2019,11544,145,57.6,1.2,8970
 I10,2019,1222,145,49.6,1,8990
 I10,2019,2898,145,49.6,1,8990
 I10,2019,3000,145,49.6,1,8990
 I10,2019,3000,145,49.6,1,8990
 I10,2019,1075,145,60.1,1,8995
 I10,2019,1150,145,60.1,1,8995
 I10,2019,2198,145,60.1,1,8995
 I10,2019,3066,145,60.1,1,8995
 I10,2019,5000,145,60.1,1,8995
 I10,2019,5000,145,60.1,1,8995
 I10,2019,8104,145,60.1,1,8995
 I10,2019,4000,145,49.6,1,8995
 I10,2019,12089,150,60.1,1,9000
 I10,2019,9023,150,57.6,1.2,9000
 I10,2019,9995,145,57.6,1.2,9000
 I10,2019,100,145,60.1,1,9190
 I10,2019,2323,145,49.6,1,9195
 I10,2019,10914,150,57.6,1.2,9250
 I10,2019,11005,150,57.6,1.2,9250
 I10,2019,3500,145,49.6,1,9250
 I10,2019,2238,145,49.6,1,9280
